Date,Open,High,Low,Close,Adj Close,Volume
2010-01-01,15.689439,15.753504,14.831081,14.867367,14.867367,613541844
2010-01-08,14.814815,15.126627,14.361862,14.761011,14.761011,1099986912
2010-01-15,14.848348,14.853854,14.320571,14.589089,14.589089,771611616
2010-01-22,14.126627,14.279279,13.278278,13.370621,13.370621,909861228
2010-01-29,13.475726,13.566066,13.152152,13.182683,13.182683,673897428
2010-02-05,13.223223,13.563564,13.074575,13.423423,13.423423,549625824
2010-02-12,13.337588,13.638889,13.275776,13.594094,13.594094,411615972
2010-02-19,13.526777,13.701201,13.013013,13.173924,13.173924,527715756
2010-02-26,13.198699,13.917167,13.100100,13.878629,13.878629,596091312
2010-03-05,14.047798,14.669920,13.926426,14.543043,14.543043,773761464
2010-03-12,14.718218,14.721722,13.913914,14.174174,14.174174,636866496
2010-03-19,14.014014,14.314314,13.506006,14.086086,14.086086,990864144
2010-03-26,14.145896,14.350601,14.014515,14.234234,14.234234,515967516
2010-04-02,14.286787,14.386386,14.015265,14.201451,14.201451,339264396
2010-04-09,14.201451,14.960961,14.114114,14.897397,14.897397,738692568
2010-04-16,14.089089,14.234484,13.597347,13.690190,13.690190,990172836
2010-04-23,13.694945,13.746747,13.038789,13.313313,13.313313,670045284
2010-04-30,13.291542,13.455455,11.511512,12.479229,12.479229,797273928
2010-05-07,12.511762,13.083584,12.045295,12.784785,12.784785,787899312
2010-05-14,12.757007,12.787538,11.856857,11.887137,11.887137,723048228
2010-05-21,11.738238,12.320070,11.611862,12.273774,12.273774,932606460
2010-05-28,12.330831,12.712713,12.015015,12.652653,12.652653,469653876
2010-06-04,12.505506,12.743994,11.811812,12.187437,12.187437,621178200
2010-06-11,12.074575,12.659409,12.052553,12.514515,12.514515,493438068
2010-06-18,12.575325,12.599349,11.843343,11.889389,11.889389,479472048
2010-06-25,11.938438,11.953203,10.851602,10.998248,10.998248,584470944
2010-07-02,11.051552,11.444695,10.851602,11.425425,11.425425,411376212
2010-07-09,11.810811,12.379880,11.581081,12.362863,12.362863,783951264
2010-07-16,11.739740,12.236737,11.449449,12.132382,12.132382,873401724
2010-07-23,12.031281,12.449950,11.995245,12.136887,12.136887,474816708
2010-07-30,12.003253,12.727728,11.990490,12.715215,12.715215,481038480
2010-08-06,12.647648,12.662663,12.074825,12.312563,12.312563,467264268
2010-08-13,12.237237,12.379880,11.692943,11.710961,11.710961,469202328
2010-08-20,11.710961,11.801552,11.261261,11.285786,11.285786,560862576
2010-08-27,11.325325,11.635135,11.202452,11.591091,11.591091,415707876
2010-09-03,11.774775,12.022022,11.587087,11.916416,11.916416,362944692
2010-09-10,11.987487,12.130881,11.888889,12.038539,12.038539,431751816
2010-09-17,12.105856,13.012513,12.041542,12.849850,12.849850,773861364
2010-09-24,13.056557,13.434685,12.969469,13.157908,13.157908,620790588
2010-10-01,13.263263,13.513514,12.984234,13.263514,13.263514,512714772
